ATK sifra;Oznaka;Nezasticeno ime lijeka;DDD i jed mj;Cijena u kn za DDD;Cijena u kn za DDD s PDV-om;Nacin primjene;Nositelj odobrenja;Proizvodac;Zasticeno ime lijeka;Oblik, jacina i pakiranje lijeka;Cijena u kn za jed obl;Cijena u kn za jed obl s PDV-om;Cijena u kn za orig pak;Cijena u kn za orig pak s PDV-om;R;Oznaka indikacije;Oznaka smjernice;Sifra grupe;Grupa;Sifra podgrupe;Podgrupa;Lista
A02BC02 181;;pantoprazol;40 mg;0.94;0.99;O;Farmal d.d.;mibe GmbH;Apazol A;tbl. žel. otp. 28x20 mg;0.47;0.49;13.17;13.83;R;;RA02;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A02;Antacidi, lijekovi za liječenje ulkusne bolesti, lijekovi s djelovanjem na peristaltiku;osnovna
A02BC02 182;;pantoprazol;40 mg;0.89;0.93;O;Farmal d.d.;mibe GmbH;Apazol A;tbl. žel. otp. 56x20 mg;0.44;0.47;24.8;26.04;R;;RA02;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A02;Antacidi, lijekovi za liječenje ulkusne bolesti, lijekovi s djelovanjem na peristaltiku;osnovna
A02BC02 183;;pantoprazol;40 mg;0.91;0.96;O;Farmal d.d.;mibe GmbH;Apazol A;tbl. žel. otp. 28x40 mg;0.91;0.96;25.48;26.75;R;;RA02;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A02;Antacidi, lijekovi za liječenje ulkusne bolesti, lijekovi s djelovanjem na peristaltiku;osnovna
A02BC03 104;;lanzoprazol;30 mg;1.5;1.58;O;PLIVA HRVATSKA d.o.o.;Pliva Hrvatska d.o.o.;Lansoprazol Pliva;caps. žel. otp. tvrde 28x30mg;1.01;1.06;28.31;29.73;R;;RA02;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A02;Antacidi, lijekovi za liječenje ulkusne bolesti, lijekovi s djelovanjem na peristaltiku;osnovna
A02BC03 111;;lanzoprazol;30 mg;1.05;1.1;O;Jadran - Galenski Laboratorij d.d.;JGL d.d.;Larona;caps. žel. otp. tvrde 28x15 mg;0.52;0.55;14.63;15.36;R;;RA02;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A02;Antacidi, lijekovi za liječenje ulkusne bolesti, lijekovi s djelovanjem na peristaltiku;osnovna
A02BC03 112;;lanzoprazol;30 mg;1.01;1.06;O;Jadran - Galenski Laboratorij d.d.;JGL d.d.;Larona;caps. žel. otp. tvrde 28x30 mg;1.01;1.06;28.31;29.73;R;;RA02;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A02;Antacidi, lijekovi za liječenje ulkusne bolesti, lijekovi s djelovanjem na peristaltiku;osnovna
A02BC03 131;;lanzoprazol;30 mg;1.5;1.58;O;KRKA-FARMA d.o.o.;Krka d.d.;Lanzul;caps. 14x30 mg;1.01;1.06;14.16;14.87;R;;RA02;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A02;Antacidi, lijekovi za liječenje ulkusne bolesti, lijekovi s djelovanjem na peristaltiku;osnovna
A02BC03 132;;lanzoprazol;30 mg;1.5;1.58;O;KRKA-FARMA d.o.o.;Krka d.d.;Lanzul S;caps. 28x15 mg;0.52;0.55;14.63;15.36;R;;RA02;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A02;Antacidi, lijekovi za liječenje ulkusne bolesti, lijekovi s djelovanjem na peristaltiku;osnovna
A02BC03 133;;lanzoprazol;30 mg;1.5;1.58;O;KRKA-FARMA d.o.o.;Krka d.d.;Lanzul;caps. 28x30 mg;1.01;1.06;28.31;29.73;R;;RA02;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A02;Antacidi, lijekovi za liječenje ulkusne bolesti, lijekovi s djelovanjem na peristaltiku;osnovna
A02BC05 021;DS;esomeprazol;30 mg;19.4;20.37;P;Sandoz d.o.o.;Sandoz-Salutas;Esomeprazol Sandoz;praš. za otop. za inj. ili inf., boč. stakl. 1x40 mg;25.86;27.15;25.86;27.15;;NA201;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A02;Antacidi, lijekovi za liječenje ulkusne bolesti, lijekovi s djelovanjem na peristaltiku;osnovna
A02BC05 061;DS;esomeprazol;30 mg;23.92;25.12;P;AstraZeneca d.o.o.;AstraZeneca;Nexium;boč. 10x40 mg;31.9;33.49;318.97;334.92;;NA201;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A02;Antacidi, lijekovi za liječenje ulkusne bolesti, lijekovi s djelovanjem na peristaltiku;osnovna
A02BC05 131;;esomeprazol;30 mg;1.94;2.03;O;KRKA-FARMA d.o.o.;KRKA-FARMA d.o.o.;Emanera;caps. žel. otp. 14x20 mg;0.7;0.73;9.75;10.24;R;;RA02;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A02;Antacidi, lijekovi za liječenje ulkusne bolesti, lijekovi s djelovanjem na peristaltiku;osnovna
A02BC05 132;;esomeprazol;30 mg;1.88;1.97;O;KRKA-FARMA d.o.o.;KRKA-FARMA d.o.o.;Emanera;caps. žel. otp. 28x20 mg;0.7;0.73;19.51;20.49;R;;RA02;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A02;Antacidi, lijekovi za liječenje ulkusne bolesti, lijekovi s djelovanjem na peristaltiku;osnovna
A02BC05 133;;esomeprazol;30 mg;1.22;1.28;O;KRKA-FARMA d.o.o.;KRKA-FARMA d.o.o.;Emanera;caps. žel. otp. 14x40 mg;1.35;1.42;18.87;19.81;R;;RA02;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A02;Antacidi, lijekovi za liječenje ulkusne bolesti, lijekovi s djelovanjem na peristaltiku;osnovna
A02BC05 134;;esomeprazol;30 mg;1.59;1.67;O;KRKA-FARMA d.o.o.;KRKA-FARMA d.o.o.;Emanera;caps. žel. otp. 28x40 mg;1.35;1.42;37.75;39.64;R;;RA02;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A02;Antacidi, lijekovi za liječenje ulkusne bolesti, lijekovi s djelovanjem na peristaltiku;osnovna
A02BC05 147;;esomeprazol;30 mg;1.04;1.1;O;PharmaS d.o.o.;PharmaS d.o.o.;Esomeprazol PharmaS;tbl. žel. otp. 28x20 mg;0.7;0.73;19.49;20.46;R;;RA02;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A02;Antacidi, lijekovi za liječenje ulkusne bolesti, lijekovi s djelovanjem na peristaltiku;osnovna
A02BC05 149;;esomeprazol;30 mg;0.67;0.71;O;PharmaS d.o.o.;PharmaS d.o.o.;Esomeprazol PharmaS;tbl. žel. otp. 28x40 mg;1.35;1.41;37.73;39.62;R;;RA02;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A02;Antacidi, lijekovi za liječenje ulkusne bolesti, lijekovi s djelovanjem na peristaltiku;osnovna
A02BC05 163;;esomeprazol;30 mg;1.5;1.58;O;AstraZeneca d.o.o.;AstraZeneca;Nexium;tbl. 28x20 mg;0.7;0.73;19.51;20.49;R;;RA02;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A02;Antacidi, lijekovi za liječenje ulkusne bolesti, lijekovi s djelovanjem na peristaltiku;osnovna
A02BX05 131;;bizmut oksid;0.48 g;4.04;4.24;O;KRKA-FARMA d.o.o.;Krka d.d.;Ulcamed;tbl. film obl. 56x120 mg;1.01;1.06;56.56;59.39;R;;RA16;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A07;Lijekovi za suzbijanje proljeva, lijekovi za liječenje upalnih stanja probavnog sustava i lijekovi s antiinfektivnim djelovanjem u probavnom sustavu;osnovna
A03BA01 051;PR;atropin;1.5 mg;;;P;;;;;;;;;;;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A03;Spasmolitici i antikolinergici;osnovna
A03BB01 051;DS;hioscin-butilbromid;60 mg;;;P;;;;;;;;;;;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A03;Spasmolitici i antikolinergici;osnovna
A03BB01 551;;hioscin-butilbromid;60 mg;;;R;;;;;;;;;R;;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A03;Spasmolitici i antikolinergici;osnovna
A03BB01 563;DS;hioscin-butilbromid;60 mg;;;O;;;;;;;;;;;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A03;Spasmolitici i antikolinergici;osnovna
A03FA01 051;PR;metoklopramid;30 mg;;;P;;;;;;;;;;;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A03;Spasmolitici i antikolinergici;osnovna
A03FA01 111;;metoklopramid;30 mg;1.35;1.42;O;Jadran - Galenski Laboratorij d.d.;JGL d.d.;Metopran;tbl. 40x10 mg;0.45;0.47;18.01;18.91;R;;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A03;Spasmolitici i antikolinergici;osnovna
A03FA01 142;;metoklopramid;30 mg;1.35;1.42;O;Alkaloid d.o.o.;Alkaloid;Reglan;tbl. 40x10 mg;0.45;0.47;18.01;18.91;R;;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A03;Spasmolitici i antikolinergici;osnovna
A03FA01 241;;metoklopramid;30 mg;2.48;2.6;O;Alkaloid d.o.o.;Alkaloid;Reglan;otop. oral. 120 ml (5mg/5ml);9.92;10.42;9.92;10.42;R;;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A03;Spasmolitici i antikolinergici;osnovna
A04AA01 003;DS;ondansetron;16 mg;125.52;131.8;P;PLIVA HRVATSKA d.o.o.;Pliva Hrvatska d.o.o.;Setronon;amp. 5x2 ml (2mg/ml);31.38;32.95;156.9;164.75;;NA401;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A04;Lijekovi za suzbijanje mučnine i nagona na povraćanje;osnovna
A04AA01 004;DS;ondansetron;16 mg;92.65;97.28;P;PLIVA HRVATSKA d.o.o.;Pliva Hrvatska d.o.o.;Setronon;amp. 5x4 ml (2mg/ml);46.33;48.64;231.63;243.21;;NA401;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A04;Lijekovi za suzbijanje mučnine i nagona na povraćanje;osnovna
A04AA01 021;DS;ondansetron;16 mg;85.82;90.11;P;Sandoz d.o.o.;Sandoz-Salutas;Ondantor;otop. za inj. ili konc. za otop. za inf. boč. stakl. 5x2 ml (2 mg/ml);21.46;22.53;107.28;112.64;;NA401;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A04;Lijekovi za suzbijanje mučnine i nagona na povraćanje;osnovna
A04AA01 022;DS;ondansetron;16 mg;80.89;84.93;P;Sandoz d.o.o.;Sandoz-Salutas;Ondantor;otop. za inj. ili konc. za otop. za inf., boč. stakl. 5x4 ml (2 mg/ml);40.45;42.47;202.23;212.34;;NA401;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A04;Lijekovi za suzbijanje mučnine i nagona na povraćanje;osnovna
A04AA01 067;DS;ondansetron;16 mg;105.43;110.7;P;Novartis Hrvatska d.o.o.;GlaxoSmithKline Manufacturing S.p.A.;Zofran;amp. 5x2 ml (2mg/ml);26.36;27.68;131.79;138.38;;NA401;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A04;Lijekovi za suzbijanje mučnine i nagona na povraćanje;osnovna
A04AA01 068;DS;ondansetron;16 mg;92.65;97.28;P;Novartis Hrvatska d.o.o.;GlaxoSmithKline Manufacturing S.p.A.;Zofran;amp. 5x4 ml (2mg/ml);46.33;48.64;231.63;243.21;;NA401;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A04;Lijekovi za suzbijanje mučnine i nagona na povraćanje;osnovna
A04AA01 071;DS;ondansetron;16 mg;95.36;100.13;P;Fresenius Kabi d.o.o.;Labesfal-Laboratorios Almiro;Ondanzetron Kabi;otop. za inj., boč. stakl. 5x2 ml (2 mg/ml);23.84;25.03;119.2;125.16;;NA401;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A04;Lijekovi za suzbijanje mučnine i nagona na povraćanje;osnovna
A04AA01 072;DS;ondansetron;16 mg;89.88;94.37;P;Fresenius Kabi d.o.o.;Labesfal-Laboratorios Almiro;Ondanzetron Kabi;otop. za inj., boč. stakl. 5x4 ml (2 mg/ml);44.94;47.19;224.7;235.94;;NA401;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A04;Lijekovi za suzbijanje mučnine i nagona na povraćanje;osnovna
A04AA01 122;DS;ondansetron;16 mg;19.8;20.79;O;Sandoz d.o.o.;Sandoz-Salutas;Ondantor;tbl. film obl. 10x8 mg;9.9;10.4;99;103.95;;NA401;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A04;Lijekovi za suzbijanje mučnine i nagona na povraćanje;osnovna
A04AA02 001;DS;granisetron;3 mg;74.81;78.55;P;PLIVA HRVATSKA d.o.o.;Pliva Hrvatska d.o.o;Graftor;konc. za otop. za inj. ili inf., amp. 5x1 mg/1 ml;24.94;26.19;124.68;130.91;;NA401;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A04;Lijekovi za suzbijanje mučnine i nagona na povraćanje;osnovna
A04AA02 002;DS;granisetron;3 mg;39.47;41.44;P;PLIVA HRVATSKA d.o.o.;Pliva Hrvatska d.o.o;Graftor;konc. za otop. za inj. ili inf., amp. 5x3 mg/3 ml;39.47;41.44;197.35;207.22;;NA401;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A04;Lijekovi za suzbijanje mučnine i nagona na povraćanje;osnovna
A04AA02 021;DS;granisetron;2 mg;34.38;36.1;O;Sandoz d.o.o.;Sandoz-Salutas;Granisetron Sandoz;tbl. film obl. 10x1 mg;17.19;18.05;171.9;180.5;;NA401;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A04;Lijekovi za suzbijanje mučnine i nagona na povraćanje;osnovna
A04AA02 061;DS;granisetron;3 mg;67.33;70.69;P;B. Braun Adria d.o.o.;Hameln Pharmaceuticals GmbH;Granisetron B. Braun;konc. za otop. za inj. ili inf., amp. 5x1 mg/ml;22.44;23.56;112.21;117.82;;NA401;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A04;Lijekovi za suzbijanje mučnine i nagona na povraćanje;osnovna
A04AA02 062;DS;granisetron;3 mg;35.52;37.3;P;B. Braun Adria d.o.o.;Hameln Pharmaceuticals GmbH;Granisetron B. Braun;konc. za otop. za inj. ili inf., amp. 5x3 mg/3 ml;35.52;37.3;177.6;186.48;;NA401;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A04;Lijekovi za suzbijanje mučnine i nagona na povraćanje;osnovna
A04AA02 084;DS;granisetron;3 mg;83.12;87.28;P;Fresenius Kabi d.o.o.;Fresenius Kabi;Granisetron Kabi;konc. otop. za inj. ili inf., amp. 5x1 mg/ml;27.71;29.1;138.53;145.46;;NA401;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A04;Lijekovi za suzbijanje mučnine i nagona na povraćanje;osnovna
A04AA02 085;DS;granisetron;3 mg;43.86;46.05;P;Fresenius Kabi d.o.o.;Fresenius Kabi;Granisetron Kabi;konc. otop. za inj. ili inf., amp. 5x3 mg/3 ml;43.86;46.05;219.28;230.24;;NA401;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A04;Lijekovi za suzbijanje mučnine i nagona na povraćanje;osnovna
A04AA02 086;DS;granisetron;3 mg;83.12;87.28;P;Fresenius Kabi d.o.o.;Fresenius Kabi;Granizetron Kabi;otop. za inj., amp. 5x1 mg/ml;27.71;29.1;138.53;145.46;;NA401;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A04;Lijekovi za suzbijanje mučnine i nagona na povraćanje;osnovna
A04AA02 087;DS;granisetron;3 mg;43.86;46.05;P;Fresenius Kabi d.o.o.;Fresenius Kabi;Granizetron Kabi;otop. za inj., amp. 5x3 mg/3 ml;43.86;46.05;219.28;230.24;;NA401;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A04;Lijekovi za suzbijanje mučnine i nagona na povraćanje;osnovna
A04AA05 001;DS;palonosetron;0.25 mg;363.64;381.82;P;PLIVA HRVATSKA d.o.o.;Pliva Hrvatska d.o.o.;Palonozetron Pliva;otop. za inj. boč. 1x250 mcg/5 ml;363.64;381.82;363.64;381.82;;NA402;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A04;Lijekovi za suzbijanje mučnine i nagona na povraćanje;osnovna
A04AA05 021;DS;palonosetron;0.25 mg;265.1;278.36;P;Sandoz d.o.o.;Salutas Pharma GmbH, Haupt Pharma Wolfratshausen GmbH;Palonozetron Sandoz;otop. za inj., boč. stakl. 1x250 mcg/5 ml;265.1;278.36;265.1;278.36;;NA402;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A04;Lijekovi za suzbijanje mučnine i nagona na povraćanje;osnovna
A04AA05 041;DS;palonosetron;0.25 mg;294.55;309.28;P;Accord Healthcare Ltd;Accord Healthcare Ltd;Palonosetron Accord;otop. za inj. boč. stakl. 1x250 mcg/5 ml;294.55;309.28;294.55;309.28;;NA402;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A04;Lijekovi za suzbijanje mučnine i nagona na povraćanje;osnovna
A04AA05 061;DS;palonosetron;0.25 mg;459.73;482.72;P;Helsinn Birex Pharmaceuticals Ltd.;Helsinn Birex Pharmaceuticals;Aloxi;otop. za inj. boč., 1x250 mcg/5 ml;459.73;482.72;459.73;482.72;;NA402;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A04;Lijekovi za suzbijanje mučnine i nagona na povraćanje;osnovna
A04AA05 071;DS;palonosetron;0.25 mg;327.28;343.64;P;Medochemie Ltd.;Medochemie Ltd.;Ferant;otop. za inj., amp. 1x250 mcg/5 ml;327.28;343.64;327.28;343.64;;NA402;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A04;Lijekovi za suzbijanje mučnine i nagona na povraćanje;osnovna
A04AA05 072;DS;palonosetron;0.25 mg;327.28;343.64;P;Medochemie Ltd.;Medochemie Ltd.;Ferant;otop. za inj., amp. 5x250 mcg/5 ml;327.28;343.64;1636.40;1718.22;;NA402;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A04;Lijekovi za suzbijanje mučnine i nagona na povraćanje;osnovna
A04AA05 081;DS;palonosetron;0.25 mg;238.59;250.52;P;Alvogen Malta Operations (ROW) Ltd.;Haupt Pharma Wolfrathausen GmbH;Palonozetron Alvogen;otop. za inj., boč. 1x250 mcg/5 ml;238.59;250.52;238.59;250.52;;NA402;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A04;Lijekovi za suzbijanje mučnine i nagona na povraćanje;osnovna
A04AA05 091;DS;palonosetron;0.25 mg;214.73;225.47;P;Edicta Pharm d.o.o.;Genepharm S.A., Pharmadox Healthcare Limited;Lotebex;otop. za inj., boč. stakl. 1x250 mcg/5 ml;214.73;225.47;214.73;225.47;;NA402;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A04;Lijekovi za suzbijanje mučnine i nagona na povraćanje;osnovna
A04AA55 131;DS;netupitant + palonozetron;;;;;Helsinn Birex Pharmaceuticals Ltd.;Helsinn Birex Pharmaceuticals Ltd.;Akynzeo;caps. tvrda 1x(300 mg+0.5 mg);563.89;592.08;563.89;592.08;;NA403;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A04;Lijekovi za suzbijanje mučnine i nagona na povraćanje;osnovna
A04AD12 161;DS;aprepitant;95 mg;309.87;325.36;O;Merck Sharp & Dohme Ltd.;Merck Sharp&Dohme;Emend;caps. tvrda 1x125 mg +2x80 mg;407.72;428.11;407.72;428.11;;NA402;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A04;Lijekovi za suzbijanje mučnine i nagona na povraćanje;osnovna
A04AD12 162;DS;aprepitant;95 mg;92.96;97.61;O;Merck Sharp & Dohme Ltd.;Merck Sharp&Dohme;Emend;caps. tvrda 5x125 mg;122.32;128.44;611.6;642.18;;NA402;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A04;Lijekovi za suzbijanje mučnine i nagona na povraćanje;osnovna
A05AA02 161;;ursodeoksikolna kiselina;0.75 g;6.45;6.77;O;Würth d.o.o.;Dr. Falk Pharma;Ursofalk;caps. 100x250 mg;2.15;2.26;215.17;225.93;RS;;RA03;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A05;Lijekovi s djelovanjem na žuč i jetreno tkivo;osnovna
A06AD11 361;;laktuloza;6.7 g;0.57;0.6;O;Mylan Hrvatska d.o.o.;Abbott;Duphalac sirup;boč. plast. s čaš. mjern. plast. 1x500 ml (66.7 g/100 ml);28.33;29.75;28.33;29.75;R;ma601;pa01;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A06;Laksativi;osnovna
A06AD11 365;;laktuloza;6.7 g;0.58;0.61;O;MIP Pharma Croatia d.o.o.;Chephasaar Chem.-pharm. Fabrik GmbH;Lactulose-MIP sirup;boč. plast. 1x500 ml (65 g/100 ml);28.33;29.75;28.33;29.75;R;;RA12;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A06;Laksativi;osnovna
A07AA12 161;DS;fidaksomicin;0.4 g;1113.49;1169.17;O;Astellas Pharma Europe B.V.;Astellas Pharma Europe B.V.;Dificlir;tbl. film obl. 20x200 mg;556.75;584.58;11134.93;11691.68;;NA700;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A07;Lijekovi za suzbijanje proljeva, lijekovi za liječenje upalnih stanja probavnog sustava i lijekovi s antiinfektivnim djelovanjem u probavnom sustavu;osnovna
A07BA01 111;DS;aktivni (medicinski) ugljen;5 g;26.57;27.9;O;Jadran - Galenski Laboratorij d.d.;JGL d.d.;Carbomed;tbl. 30x150 mg;0.8;0.84;23.91;25.11;;;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A07;Lijekovi za suzbijanje proljeva, lijekovi za liječenje upalnih stanja probavnog sustava i lijekovi s antiinfektivnim djelovanjem u probavnom sustavu;osnovna
A07BA01 312;DS;aktivni (medicinski) ugljen;5 g;12.83;13.47;O;Jadran - Galenski Laboratorij d.d.;JGL d.d.;Carbomed;granule 1x50 g (19.25 g u 50 g);49.4;51.87;49.4;51.87;;;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A07;Lijekovi za suzbijanje proljeva, lijekovi za liječenje upalnih stanja probavnog sustava i lijekovi s antiinfektivnim djelovanjem u probavnom sustavu;osnovna
A07CA01 351;;natrij-klorid + kalij-klorid + natrij-citrat;;;;O;;;;;;;;;R;;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A07;Lijekovi za suzbijanje proljeva, lijekovi za liječenje upalnih stanja probavnog sustava i lijekovi s antiinfektivnim djelovanjem u probavnom sustavu;osnovna
A07EC01 131;;sulfasalazin;2 g;2.64;2.77;O;KRKA-FARMA d.o.o.;Krka d.d.;Sulfasalazin Krka EN;tbl. žel. otp. 50x500 mg;0.66;0.69;32.94;34.59;R;;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A07;Lijekovi za suzbijanje proljeva, lijekovi za liječenje upalnih stanja probavnog sustava i lijekovi s antiinfektivnim djelovanjem u probavnom sustavu;osnovna
A07EC01 182;;sulfasalazin;2 g;2.64;2.77;O;Pfizer Croatia d.o.o.;Kemwell;Salazopyrin;tbl. 100x500 mg;0.66;0.69;65.87;69.16;R;;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A07;Lijekovi za suzbijanje proljeva, lijekovi za liječenje upalnih stanja probavnog sustava i lijekovi s antiinfektivnim djelovanjem u probavnom sustavu;osnovna
A09AA02 172;;enzimi gušterače (visoko dozirani);;;;O;Mylan Hrvatska d.o.o.;Abbott;Kreon 10.000;caps. 100x1 kom.;0.76;0.8;75.93;79.73;RS;;RA15;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A09;Lijekovi za olakšavanje probave uključivši probavne enzime;osnovna
A09AA02 173;;enzimi gušterače (visoko dozirani);;;;O;Mylan Hrvatska d.o.o.;Abbott;Kreon 25.000;caps. 100x1 kom.;2.02;2.12;202;212.1;RS;;RA15;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A09;Lijekovi za olakšavanje probave uključivši probavne enzime;osnovna
A09AA02 174;;enzimi gušterače (visoko dozirani);;;;O;Mylan Hrvatska d.o.o.;Abbott;Kreon 40.000;caps. 50x1 kom.;3.64;3.82;182;191.1;RS;;RA15;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A09;Lijekovi za olakšavanje probave uključivši probavne enzime;osnovna
A09AA02 182;;enzimi gušterače (visoko dozirani);;;;O;Berlin-Chemie Menarini Hrvatska d.o.o.;Berlin-Chemie AG;Pangrol 10 000;caps. tvrde žel. otp. 100x1 kom.;0.53;0.56;53.15;55.81;RS;;RA15;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A09;Lijekovi za olakšavanje probave uključivši probavne enzime;osnovna
A09AA02 183;;enzimi gušterače (visoko dozirani);;;;O;Berlin-Chemie Menarini Hrvatska d.o.o.;Berlin-Chemie AG;Pangrol 25 000;caps. tvrde žel. otp. 100x1 kom.;1.41;1.48;141.4;148.47;RS;;RA15;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A09;Lijekovi za olakšavanje probave uključivši probavne enzime;osnovna
A10AB01 061;;inzulin;40 i.j.;4.45;4.67;P;Eli Lilly Hrvatska d.o.o.;Lilly France;Humulin R;otop. za inj., uložak 5x3 ml (100 IU/ml), susp.;33.34;35.01;166.7;175.04;R;;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A10AB;Inzulini brzog djelovanja;osnovna
A10AB01 072;;inzulin;40 i.j.;3.51;3.68;P;Novo Nordisk A/S;Novo Nordisk;Actrapid HM;otop. za inj., boč. 1x10 ml (100 i.j./ml);87.64;92.02;87.64;92.02;R;;;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A10AB;Inzulini brzog djelovanja;osnovna
A10AB04 083;;inzulin lispro;40 i.j.;5.89;6.18;P;Eli Lilly Nederland B.V.;Lilly France;Humalog;otop. za inj., uložak 5x3 ml (100 IU/ml);44.2;46.41;221;232.05;R;;RA06;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A10AB;Inzulini brzog djelovanja;osnovna
A10AB04 084;;inzulin lispro;40 i.j.;6.73;7.06;P;Eli Lilly Nederland B.V.;Lilly France;Humalog;otop. za inj., brizg. napunj. KwikPen 5x3 ml (100 IU/ml);50.46;52.98;252.3;264.92;R;;RA06;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A10AB;Inzulini brzog djelovanja;osnovna
A10AB04 085;;inzulin lispro;40 i.j.;6.59;6.92;P;Eli Lilly Nederland B.V.;Lilly France;Humalog;otop. za inj., brizg. napunj. KwikPen 5x3 ml (200 IU/ml);98.79;103.73;493.95;518.65;R;;RA06;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A10AB;Inzulini brzog djelovanja;osnovna
A10AB05 071;;inzulin aspart;40 i.j.;6.83;7.17;P;Novo Nordisk A/S;Novo Nordisk;NovoRapid;otop. za inj., brizg. napunj. FlexPen 5x3 ml (100 i.j./ml);51.25;53.81;256.23;269.04;R;;RA06;A;Lijekovi s djelovanjem na probavni sustav i mijenu tvari;A10AB;Inzulini brzog djelovanja;osnovna
